"recall";"precision";"specificity";"F1";"F2"
"0.28125000000";"0.12857142857";"0.92798110980";"0.17647058824";"0.17647058824"
"0.28125000000";"0.11111111111";"0.91499409681";"0.15929203540";"0.15929203540"
"0.21875000000";"0.09210526316";"0.91853600945";"0.12962962963";"0.12962962963"
"0.25000000000";"0.09523809524";"0.91027154664";"0.13793103448";"0.13793103448"
"0.21875000000";"0.08860759494";"0.91499409681";"0.12612612613";"0.12612612613"
"0.37500000000";"0.16000000000";"0.92561983471";"0.22429906542";"0.22429906542"
"0.46875000000";"0.18072289157";"0.91971664699";"0.26086956522";"0.26086956522"
"0.21875000000";"0.10447761194";"0.92916174734";"0.14141414141";"0.14141414141"
"0.28125000000";"0.11538461538";"0.91853600945";"0.16363636364";"0.16363636364"
"0.28125000000";"0.13235294118";"0.93034238489";"0.18000000000";"0.18000000000"
"0.28125000000";"0.10465116279";"0.90909090909";"0.15254237288";"0.15254237288"
"0.25000000000";"0.11940298507";"0.93034238489";"0.16161616162";"0.16161616162"
"0.28125000000";"0.10588235294";"0.91027154664";"0.15384615385";"0.15384615385"
"0.28125000000";"0.10588235294";"0.91027154664";"0.15384615385";"0.15384615385"
"0.34375000000";"0.13580246914";"0.91735537190";"0.19469026549";"0.19469026549"
"0.25000000000";"0.10389610390";"0.91853600945";"0.14678899083";"0.14678899083"
"0.28125000000";"0.10344827586";"0.90791027155";"0.15126050420";"0.15126050420"
"0.21875000000";"0.09090909091";"0.91735537190";"0.12844036697";"0.12844036697"
"0.28125000000";"0.11842105263";"0.92089728453";"0.16666666667";"0.16666666667"
"0.28125000000";"0.11688311688";"0.91971664699";"0.16513761468";"0.16513761468"
